ALCNO,FSA,FSA_,HHIANYPD,HHIA_YPD,HHIBCBS,HHIBCBS_,HHICOVQ,HHICOVQ_,HHIGROUP,HHIG_OUP,HHIIRGXB,HHII_GXB,HHILSTTM,HHIL_TTM,HHIPDLIB,HHIPRDED,HHIPROUT,HHIPRYOU,HHIP_DED,HHIP_LIB,HHIP_OUT,HHIP_YOU,HHIRPMPD,HHIRPMXB,HHIR_MPD,HHIR_MXB,HHISTILL,HHISUBPD,HHIS_BPD,HHIS_ILL,HSAHRA,HSAHRA_,MEDIGAP,MEDIGAP_,NEWID,PLNMGD,PLNMGD_,PORTAL,PORTAL_,PORTPLAN,PORT_LAN,PREMSUBS,PREM_UBS,QHHP3MX,QHHP3MX_,RECTYPE,REC_ORIG,REC_STAT,SEQNO,SSTYPE,SSTYPE_,QYEAR
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,03,36,D,D,1,,A,D,,A,,A,05232383,,A,,A,,A,,A,216,D,HHP,5,1,4,1,D,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,03,300,D,D,1,,A,D,2,D,,A,05232383,2,D,,A,,A,,A,1800,D,HHP,5,1,5,,A,20232
0,2,D,1,D,1,D,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,865,D,D,1,,A,D,2,D,,A,05232473,2,D,,A,,A,,A,2595,D,HHP,5,1,10,,A,20232
0,2,D,1,D,1,D,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,16,D,D,1,,A,D,2,D,1,D,05232553,2,D,2,D,,A,,A,48,D,HHP,5,1,5,,A,20232
0,2,D,,A,,A,1,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,2,,A,D,,A,,A,05232583,1,D,,A,,A,,A,,A,HHP,5,1,7,,A,20232
0,2,D,1,D,,A,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,88,D,D,1,1,D,D,,A,,A,05232763,1,D,1,D,4,D,1,D,264,D,HHP,5,1,5,,A,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,03,164,D,D,1,,A,D,,A,,A,05232773,1,D,,A,,A,,A,984,D,HHP,5,1,8,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,03,7,D,D,1,,A,D,,A,,A,05232773,,A,,A,,A,,A,42,D,HHP,5,1,9,1,D,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,3,1,,1,D,D,A,D,03,1,D,D,1,,A,D,,A,,A,05232773,,A,,A,,A,,A,6,D,HHP,5,1,10,4,D,20232
0,,A,1,D,,A,3,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,11,D,D,1,,A,D,,A,,A,05232793,,A,,A,,A,,A,33,D,HHP,5,1,16,1,D,20232
0,,A,1,D,,A,3,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,7,D,D,1,,A,D,,A,,A,05232793,,A,,A,,A,,A,21,D,HHP,5,1,17,4,D,20232
0,2,D,1,D,1,D,3,D,2,D,,A,1,D,3,1,,1,D,D,A,D,03,181,D,D,1,,A,D,1,D,,A,05232793,2,D,,A,,A,,A,1086,D,HHP,5,1,18,,A,20232
0,1,D,,A,,A,3,D,2,D,,A,,A,4,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05232793,2,D,,A,,A,,A,,A,HHP,5,1,19,,A,20232
0,,A,1,D,,A,3,D,2,D,,A,1,D,2,1,,1,D,D,A,D,03,40,D,D,1,,A,D,,A,,A,05232833,,A,,A,,A,,A,240,D,HHP,5,1,12,1,D,20232
0,,A,1,D,,A,3,D,2,D,,A,1,D,3,1,,1,D,D,A,D,03,10,D,D,1,,A,D,,A,,A,05232833,,A,,A,,A,,A,60,D,HHP,5,1,13,4,D,20232
0,2,D,1,D,1,D,3,D,2,D,,A,1,D,4,1,,1,D,D,A,D,03,390,D,D,1,,A,D,1,D,,A,05232833,2,D,,A,,A,,A,2340,D,HHP,5,1,14,,A,20232
0,1,D,1,D,1,D,4,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,160,D,D,1,,A,D,1,D,,A,05233073,2,D,,A,,A,,A,480,D,HHP,5,1,18,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,15,D,D,1,,A,D,,A,,A,05233103,,A,,A,,A,,A,98,D,HHP,5,1,5,1,D,20232
0,2,D,2,D,1,D,1,D,2,D,,A,,A,2,1,,1,D,D,A,D,02,,D,A,2,,A,D,2,D,,A,05233103,2,D,,A,,A,,A,,A,HHP,5,1,6,,A,20232
0,2,D,1,D,,A,2,D,2,D,,A,1,D,1,2,,1,D,D,A,D,04,230,D,D,1,,A,D,2,D,,A,05233313,2,D,,A,,A,,A,690,D,HHP,5,1,5,,A,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,66,D,D,1,,A,D,2,D,,A,05233383,2,D,,A,,A,,A,429,D,HHP,5,1,5,,A,20232
0,,C,1,D,,A,1,D,1,D,,A,1,D,2,2,,1,D,D,A,D,04,,D,C,1,,C,D,,C,,A,05233383,1,D,1,D,,C,1,D,432,F,HHP,5,1,6,,A,20232
0,,A,,A,,A,1,D,2,D,,A,,A,3,1,,1,D,D,A,D,02,13,D,D,,,A,A,,A,,A,05233383,,A,,A,,A,,A,85,D,HHP,1,1,7,1,D,20232
0,,A,,A,,A,1,D,2,D,,A,,A,4,1,,1,D,D,A,D,02,3,D,D,,,A,A,,A,,A,05233383,,A,,A,,A,,A,20,D,HHP,1,1,8,4,D,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,18,D,D,1,,A,D,,A,,A,05233413,,A,,A,,A,,A,54,D,HHP,5,1,6,1,D,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,5,D,D,1,,A,D,,A,,A,05233413,,A,,A,,A,,A,15,D,HHP,5,1,7,4,D,20232
0,2,D,,A,1,D,3,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05233423,2,D,,A,,A,,A,,A,HHP,5,1,7,,A,20232
0,,A,1,D,,A,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,09,96,D,D,1,,A,D,,A,,A,05233443,,A,,A,,A,,A,24,D,HHP,5,1,8,1,D,20232
0,2,D,,A,,A,1,D,3,D,,A,,A,2,2,,1,D,D,A,D,09,32,D,D,,,A,A,2,D,,A,05233463,2,D,2,D,,A,,A,8,D,HHP,1,1,11,,A,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,2,,1,D,D,A,D,04,40,D,D,1,,A,D,,A,,A,05233553,,A,,A,,A,,A,120,D,HHP,5,1,9,1,D,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,5,D,D,1,,A,D,,A,,A,05233553,,A,,A,,A,,A,15,D,HHP,5,1,10,4,D,20232
0,2,D,1,D,1,D,2,D,2,D,,A,1,D,3,1,,1,D,D,A,D,04,64,D,D,1,,A,D,2,D,,A,05233553,2,D,,A,,A,,A,192,D,HHP,5,1,11,,A,20232
0,2,D,1,D,1,D,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,350,D,D,1,,A,D,2,D,,A,05233583,2,D,,A,,A,,A,2275,D,HHP,5,1,4,,A,20232
0,2,D,1,D,1,D,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,550,D,D,1,,A,D,2,D,,A,05233583,2,D,,A,,A,,A,3575,D,HHP,5,1,5,,A,20232
0,2,D,,A,1,D,1,D,2,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,05233603,1,D,,A,,A,,A,,A,HHP,5,1,7,,A,20232
0,2,D,,A,,A,1,D,1,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,05233673,1,D,1,D,,C,2,D,,A,HHP,5,1,5,,A,20232
0,,A,,A,,A,1,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,05233693,,A,,A,,A,,A,,A,HHP,5,1,6,2,D,20232
0,2,D,1,D,,A,4,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,28,D,D,1,,A,D,2,D,,A,05233693,2,D,,A,,A,,A,84,D,HHP,5,1,7,,A,20232
0,2,D,1,D,1,D,6,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,75,D,D,1,,A,D,,A,,A,05233723,1,D,,A,,A,,A,488,D,HHP,5,1,6,,A,20232
0,,A,1,D,,A,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,60,D,D,1,,A,D,,A,,A,05233843,,A,,A,,A,,A,180,D,HHP,5,1,11,1,D,20232
0,,A,1,D,,A,1,D,1,D,,A,1,D,2,1,,1,D,D,A,D,04,60,D,D,1,,A,D,,A,,A,05233843,,A,,A,,A,,A,180,D,HHP,5,1,12,4,D,20232
0,2,D,,A,,A,4,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,05233893,1,D,,A,,A,,A,,A,HHP,5,1,11,,A,20232
0,2,D,1,D,1,D,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,,D,C,1,,A,D,,A,,A,05233903,1,D,,A,,A,,A,1430,F,HHP,5,1,11,,A,20232
0,2,D,,A,,A,1,D,1,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,,,A,A,2,D,,A,05233963,2,D,2,D,,A,,A,,A,HHP,1,1,5,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,2,,1,D,D,A,D,04,46,D,D,1,,A,D,,A,,A,05234163,,A,,A,,A,,A,138,D,HHP,5,1,4,1,D,20232
0,,A,2,D,,A,1,D,1,D,,A,,A,2,2,,1,D,D,A,D,10,,D,A,1,,A,D,,A,,A,05234163,,A,,A,,A,,A,,A,HHP,5,1,5,2,D,20232
0,,A,1,D,,A,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,36,D,D,1,,A,D,,A,,A,05234183,,A,,A,,A,,A,108,D,HHP,5,1,8,1,D,20232
0,2,D,1,D,,A,1,D,1,D,,A,1,D,2,2,,1,D,D,A,D,04,225,D,D,1,,A,D,2,D,1,D,05234183,2,D,2,D,,A,,A,675,D,HHP,5,1,9,,A,20232
0,,A,,C,,A,1,D,1,D,,A,,A,3,2,,1,D,D,A,D,08,,D,A,,,A,C,,A,,A,05234183,,A,,A,,A,,A,,A,HHP,5,1,10,5,D,20232
0,,A,,A,,A,1,D,2,F,,A,,A,4,2,,1,D,D,A,D,04,16,D,D,,,A,A,,A,,A,05234183,,A,,A,,A,,A,48,D,HHP,1,1,11,5,D,20232
0,2,D,,A,1,D,4,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05234193,2,D,,A,,A,,A,,A,HHP,5,1,4,,A,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,16,D,D,1,,A,D,,A,,A,05234223,,A,,A,,A,,A,104,D,HHP,5,1,7,1,D,20232
0,1,D,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,01,28,D,D,1,,A,D,1,D,,A,05234223,2,D,,A,,A,,A,364,D,HHP,5,1,8,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,14,D,D,1,,A,D,,A,,A,05234273,,A,,A,,A,,A,42,D,HHP,5,1,29,1,D,20232
0,,A,1,D,1,D,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,6,D,D,1,,A,D,,A,,A,05234273,,A,,A,,A,,A,18,D,HHP,5,1,30,4,D,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,3,1,,1,D,D,A,D,04,27,D,D,1,,A,D,,A,,A,05234273,,A,,A,,A,,A,81,D,HHP,5,1,31,1,D,20232
0,1,D,1,D,,A,1,D,2,D,,A,1,D,4,1,,1,D,D,A,D,03,32,D,D,1,,A,D,2,D,,A,05234273,1,D,,A,,A,,A,192,D,HHP,5,1,32,,A,20232
0,,C,1,D,,A,1,D,2,D,,A,1,D,5,1,,1,D,D,A,D,04,377,D,D,1,,A,D,,C,,A,05234273,1,D,,A,,A,,A,1131,D,HHP,5,1,33,,A,20232
0,2,D,,A,,A,1,D,3,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,2,,A,D,,A,,A,05234343,1,D,2,D,,A,,A,,A,HHP,5,1,4,,A,20232
0,2,D,,A,,A,1,D,1,D,,A,,A,2,,2,2,A,D,D,D,,,A,A,,,A,A,,A,,A,05234343,1,D,2,D,,A,,A,,A,HHP,1,1,5,,A,20232
0,2,D,1,D,1,D,3,D,2,D,,A,1,D,1,1,,1,D,D,A,D,03,265,D,D,1,,A,D,1,D,,A,05234403,2,D,,A,,A,,A,1590,D,HHP,5,1,6,,A,20232
0,,A,1,D,,A,3,D,1,D,,A,1,D,2,2,,1,D,D,A,D,04,150,D,D,1,,A,D,,A,,A,05234403,,A,,A,,A,,A,450,D,HHP,5,1,7,5,D,20232
0,1,D,1,D,1,D,4,D,2,D,,A,1,D,1,1,,1,D,D,A,D,01,46,D,D,1,,A,D,1,D,,A,05234463,2,D,,A,,A,,A,598,D,HHP,5,1,6,,A,20232
0,2,D,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,190,D,D,1,,A,D,2,D,,A,05234493,2,D,,A,,A,,A,1235,D,HHP,5,1,6,,A,20232
0,2,D,,A,,A,2,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,,,A,A,1,D,,A,05234503,2,D,,A,,A,,A,,A,HHP,1,1,12,,A,20232
0,2,D,,A,1,D,1,D,2,D,,A,,A,2,1,,1,D,D,A,D,04,300,D,D,,,A,A,,A,,A,05234503,1,D,,A,,A,,A,900,D,HHP,1,1,13,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,03,10,D,D,1,,A,D,,A,,A,05234553,,A,,A,,A,,A,60,D,HHP,5,1,5,1,D,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,9,D,D,1,,A,D,,A,,A,05234553,,A,,A,,A,,A,59,D,HHP,5,1,6,4,D,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,63,D,D,1,,A,D,,A,,A,05234553,1,D,,A,,A,,A,410,D,HHP,5,1,7,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,21,D,D,1,,A,D,,A,,A,05234563,,A,,A,,A,,A,63,D,HHP,5,1,8,1,D,20232
0,2,D,,A,1,D,1,D,2,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05234563,2,D,,A,,A,,A,,A,HHP,5,1,9,,A,20232
0,,A,1,D,,A,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,500,D,D,1,,A,D,,A,,A,05234583,,A,,A,,A,,A,1500,D,HHP,5,1,8,2,D,20232
0,1,D,1,D,1,D,3,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,77,D,D,1,,A,D,2,D,,A,05234593,2,D,,A,,A,,A,501,D,HHP,5,1,9,,A,20232
0,2,D,1,D,1,D,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,03,72,D,D,1,,A,D,2,D,,A,05234623,2,D,,A,,A,,A,432,D,HHP,5,1,6,,A,20232
0,2,D,1,D,,A,1,D,1,D,,A,1,D,2,1,,1,D,D,A,D,01,25,D,D,1,,A,D,,A,,A,05234623,1,D,2,D,,A,,A,325,D,HHP,5,1,7,,A,20232
0,,A,1,D,,A,3,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,56,D,D,1,,A,D,,A,,A,05234653,,A,,A,,A,,A,168,D,HHP,5,1,7,1,D,20232
0,2,D,1,D,,A,3,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,436,D,D,1,,A,D,,A,,A,05234653,1,D,,A,,A,,A,1308,D,HHP,5,1,8,,A,20232
0,2,D,,A,1,D,2,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,,,A,A,2,D,,A,05234673,2,D,,A,,A,,A,,A,HHP,1,1,10,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,,D,C,1,,A,D,,A,,A,05234703,,A,,A,,A,,A,65,F,HHP,5,1,7,1,D,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,115,D,D,1,,A,D,2,D,,A,05234703,2,D,,A,,A,,A,748,D,HHP,5,1,8,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,80,D,D,1,,A,D,,A,,A,05234703,,A,,A,,A,,A,520,D,HHP,5,1,9,2,D,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,01,65,D,D,1,,A,D,,A,,A,05234863,,A,,A,,A,,A,845,D,HHP,5,1,7,1,D,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,04,35,D,D,1,,A,D,2,D,,A,05234863,2,D,,A,,A,,A,105,D,HHP,5,1,8,,A,20232
0,2,D,,A,,A,1,D,2,D,,A,,A,1,1,,1,D,D,A,D,02,,D,C,,,A,A,,A,,A,05234893,1,D,,A,,A,,A,423,F,HHP,1,1,5,,A,20232
0,,A,1,D,,A,2,D,2,D,,A,2,D,1,1,,1,D,D,A,D,02,12,D,D,1,,A,D,,A,,A,05234903,,A,,A,,A,,A,78,D,HHP,5,1,15,1,D,20232
0,,A,1,D,,A,2,D,2,D,,A,2,D,2,1,,1,D,D,A,D,02,5,D,D,1,,A,D,,A,,A,05234903,,A,,A,,A,,A,33,D,HHP,5,1,16,4,D,20232
0,,A,1,D,,A,1,D,2,D,,A,2,D,3,1,,1,D,D,A,D,02,2,D,D,1,,A,D,,A,,A,05234903,,A,,A,,A,,A,13,D,HHP,5,1,17,2,D,20232
0,2,D,1,D,,A,2,D,2,D,,A,2,D,4,1,,1,D,D,A,D,02,162,D,D,1,,A,D,2,D,,A,05234903,2,D,,A,,A,,A,1053,D,HHP,5,1,18,,A,20232
0,2,D,1,D,1,D,2,D,3,D,,A,,A,5,2,,1,D,D,A,D,04,400,D,D,1,1,D,D,2,D,,A,05234903,2,D,1,D,,C,1,D,1200,D,HHP,5,1,19,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,10,D,D,1,,A,D,,A,,A,05234963,,A,,A,,A,,A,65,D,HHP,5,1,7,1,D,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,3,D,D,1,,A,D,,A,,A,05234963,,A,,A,,A,,A,20,D,HHP,5,1,8,4,D,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,58,D,D,1,,A,D,,A,,A,05234963,1,D,,A,,A,,A,377,D,HHP,5,1,9,,A,20232
0,,A,,A,1,D,1,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,05234983,,A,,A,,A,,A,,A,HHP,5,1,4,1,D,20232
0,,A,,A,1,D,1,D,2,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,05234983,,A,,A,,A,,A,,A,HHP,5,1,5,4,D,20232
0,,C,,A,1,D,1,D,2,D,,A,,A,3,,1,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,05234983,1,D,,A,,A,,A,,A,HHP,5,1,6,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,55,D,D,1,,A,D,,A,,A,05235013,,A,,A,,A,,A,358,D,HHP,5,1,8,1,D,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,55,D,D,1,,A,D,1,D,,A,05235013,2,D,,A,,A,,A,358,D,HHP,5,1,9,,A,20232
0,2,D,1,D,,A,3,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,300,D,D,1,,A,D,1,D,,A,05235053,1,D,,A,,A,,A,1950,D,HHP,5,1,13,,A,20232
0,2,D,1,D,,A,3,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,1200,D,D,1,,A,D,2,D,,A,05235083,2,D,,A,,A,,A,3600,D,HHP,5,1,8,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,2,,1,D,D,A,D,04,100,D,D,1,,A,D,,A,,A,05235193,,A,,A,,A,,A,300,D,HHP,5,1,9,1,D,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,2,2,,1,D,D,A,D,04,36,D,D,1,,A,D,,A,,A,05235193,,A,,A,,A,,A,108,D,HHP,5,1,10,4,D,20232
0,2,D,1,D,,A,5,D,3,D,,A,1,D,1,2,,1,D,D,A,D,04,250,D,D,1,,A,D,,A,,A,05235263,1,D,2,D,,A,,A,750,D,HHP,5,1,14,,A,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,35,D,D,1,,A,D,,A,,A,05235283,,A,,A,,A,,A,228,D,HHP,5,1,11,1,D,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,2,1,,1,D,D,A,D,02,7,D,D,1,,A,D,,A,,A,05235283,,A,,A,,A,,A,46,D,HHP,5,1,12,4,D,20232
0,2,D,1,D,1,D,2,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,200,D,D,1,,A,D,2,D,,A,05235283,2,D,,A,,A,,A,1300,D,HHP,5,1,13,,A,20232
0,2,D,1,D,,A,2,D,2,D,,A,1,D,3,2,,1,D,D,A,D,04,469,D,D,1,,A,D,2,D,,A,05235373,2,D,,A,,A,,A,1407,D,HHP,5,1,7,,A,20232
0,2,D,1,D,1,D,5,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,115,D,D,1,,A,D,2,D,,A,05235443,2,D,,A,,A,,A,748,D,HHP,5,1,10,,A,20232
0,,A,,A,,A,2,D,2,D,,A,,A,1,1,,1,D,D,A,D,04,250,D,D,,,A,A,,A,,A,05235454,,A,,A,,A,,A,750,D,HHP,1,1,15,1,D,20232
0,2,D,,A,,A,2,D,2,D,,A,,A,2,1,,1,D,D,A,D,04,700,D,D,,,A,A,1,D,,A,05235454,2,D,,A,,A,,A,2100,D,HHP,1,1,16,,A,20232
0,2,D,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,03,175,D,D,1,,A,D,2,D,,A,05235463,2,D,,A,,A,,A,1050,D,HHP,5,1,11,,A,20232
0,2,D,1,D,1,D,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,04,634,D,D,1,,A,D,1,D,,A,05235533,2,D,,A,,A,,A,1902,D,HHP,5,1,6,,A,20232
0,1,D,,A,,A,2,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05235543,2,D,,A,,A,,A,,A,HHP,5,1,10,,A,20232
0,2,D,1,D,,A,2,D,1,D,,A,1,D,1,1,,1,D,D,A,D,03,370,D,D,1,,A,D,2,D,,A,05235583,2,D,2,D,,A,,A,2220,D,HHP,5,1,5,,A,20232
0,,A,1,D,,A,2,D,2,D,,A,1,D,3,1,,1,D,D,A,D,02,5,D,D,1,,A,D,,A,,A,05235613,,A,,A,,A,,A,33,D,HHP,5,1,13,4,D,20232
0,2,D,1,D,1,D,2,D,2,D,,A,1,D,4,1,,1,D,D,A,D,02,216,D,D,1,,A,D,1,D,,A,05235613,2,D,,A,,A,,A,1404,D,HHP,5,1,14,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,6,1,,1,D,D,A,D,02,11,D,D,1,,A,D,,A,,A,05235613,,A,,A,,A,,A,72,D,HHP,5,1,16,1,D,20232
0,2,D,,A,1,D,4,D,3,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,1,1,D,D,,A,,A,05235623,1,D,1,D,,C,1,D,,A,HHP,5,1,9,,A,20232
0,,A,,A,,A,1,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,,,A,A,,A,,A,05235723,,A,,A,,A,,A,,A,HHP,1,1,6,1,D,20232
0,,A,,A,,A,1,D,1,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,,,A,A,,A,,A,05235723,,A,,A,,A,,A,,A,HHP,1,1,7,1,D,20232
0,,A,,A,,A,1,D,2,D,,A,,A,3,,1,2,A,D,D,D,,,A,A,,,A,A,,A,,A,05235723,,A,,A,,A,,A,,A,HHP,1,1,8,4,D,20232
0,2,D,,A,1,D,1,D,2,D,,A,,A,4,,1,2,A,D,D,D,,,A,A,,,A,A,2,D,,A,05235723,2,D,,A,,A,,A,,A,HHP,1,1,9,,A,20232
0,2,D,,A,1,D,1,D,2,D,,A,,A,5,,1,2,A,D,D,D,,,A,A,,,A,A,2,D,,A,05235723,2,D,,A,,A,,A,,A,HHP,1,1,10,,A,20232
0,1,D,,A,1,D,2,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,1,,A,D,1,D,,A,05235763,2,D,,A,,A,,A,,A,HHP,5,1,10,,A,20232
0,2,D,,A,1,D,1,D,2,D,,A,,A,1,1,,1,D,D,A,D,02,,D,C,,,A,A,,A,,A,05235773,1,D,,A,,A,,A,520,F,HHP,1,1,4,,A,20232
0,,A,1,D,,A,1,D,2,D,,A,1,D,1,1,,1,D,D,A,D,02,25,D,D,1,,A,D,,A,,A,05235793,,A,,A,,A,,A,163,D,HHP,5,1,11,1,D,20232
0,2,D,1,D,1,D,5,D,1,D,,A,1,D,2,2,,1,D,D,A,D,04,140,D,D,1,1,D,D,,A,,A,05235793,1,D,1,D,4,D,1,D,420,D,HHP,5,1,12,,A,20232
0,2,D,1,D,,A,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,22,D,D,1,,A,D,,A,,A,05235823,1,D,2,D,,A,,A,66,D,HHP,5,1,5,,A,20232
0,1,D,,A,,A,3,D,3,D,,A,,A,2,,2,2,A,D,D,D,,,A,A,1,,A,D,,A,,A,05235823,1,D,1,D,1,D,2,D,,A,HHP,5,1,6,,A,20232
0,2,D,,A,,A,1,D,2,D,,A,,A,1,,1,2,A,D,D,D,,,A,A,,,A,C,,A,,A,05235843,1,D,,A,,A,,A,,A,HHP,5,1,5,,A,20232
0,,A,,A,,A,1,D,1,D,,A,,A,1,,2,2,A,D,D,D,,,A,A,,,A,A,,A,,A,05235883,,A,,A,,A,,A,,A,HHP,1,1,8,1,D,20232
0,1,D,1,D,1,D,1,D,1,D,,A,1,D,1,2,,1,D,D,A,D,04,609,D,D,1,,A,D,,A,,A,05235913,1,D,1,D,4,D,,C,1827,D,HHP,5,1,7,,A,20232
0,2,D,,A,,A,1,D,2,D,,A,,A,1,1,,1,D,D,A,D,02,54,D,D,,,A,A,,A,,A,05235993,1,D,,A,,A,,A,351,D,HHP,1,1,5,,A,20232
0,2,D,,A,1,D,1,D,2,D,,A,,A,2,1,,1,D,D,A,D,01,20,D,D,,,A,A,,A,,A,05235993,1,D,,A,,A,,A,260,D,HHP,1,1,6,,A,20232
0,,C,1,D,,A,1,D,1,D,,A,1,D,1,1,,1,D,D,A,D,04,600,D,D,1,,A,D,,A,,A,05236023,1,D,2,D,,A,,A,1800,D,HHP,5,1,8,,A,20232
0,2,D,,A,1,D,1,D,2,D,,A,,A,2,,1,2,A,D,D,D,,,A,A,1,,A,D,2,D,,A,05236023,2,D,,A,,A,,A,,A,HHP,5,1,9,,A,20232
