QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,WHATPART,WHAT_ART,TRIPIDBC,TRIP_DBC,NUMSAME,NUMSAME_,EOTRIPMO,EOTR_PMO,NUMNIGHT,NUMN_GHT,FOODDEAL,FOOD_EAL,LODGDEAL,LODG_EAL,TRANDEAL,TRAN_EAL,ELSEDEAL,ELSE_EAL,CMLOCALY,CMLO_ALY,CMPLANEY,CMPL_NEY,CMTRAINY,CMTR_INY,CMBUSY,CMBUSY_,CMSHIPY,CMSHIPY_,RTCARY,RTCARY_,RTMOPEDY,RTMO_EDY,RTBOATY,RTBOATY_,RTCAMPY,RTCAMPY_,RTOTHERY,RTOT_ERY,PVCARY,PVCARY_,PVELSEY,PVELSEY_,PVTRANSY,PVTR_NSY,CMLOCALX,CMLO_ALX,CMPLANEX,CMPL_NEX,CMTRAINX,CMTR_INX,CMBUSX,CMBUSX_,CMSHIPX,CMSHIPX_,RTCARX,RTCARX_,RTMOPEDX,RTMO_EDX,RTBOATX,RTBOATX_,RTCAMPX,RTCAMPX_,RTOTHERX,RTOT_ERX,GASOILX,GASOILX_,TRPTOLLX,TRPT_LLX,PARKINGX,PARK_NGX,LDGCOSTX,LDGC_STX,TRPALCHX,TRPA_CHX,TRPALCGX,TRPA_CGX,TRPSPRTX,TRPS_RTX,TRPETRTX,TRPE_RTX,TRPGFTCX,TRPG_TCX,QTRFLAX,QTRFLAX_,QTRGLAX,QTRGLAX_
20234,05544261,22,0,1,2,D,1,D,2,D,08,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05544461,37,0,1,1,D,1,D,1,D,09,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D
20234,05544571,47,0,1,1,D,1,D,1,D,08,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,200,D,,A,,A,,A,,A,,A,100,D,40,D
20234,05544591,15,0,1,1,D,1,D,2,D,07,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,50,D,,A,,A,,A,,A,150,D,,A
20234,05544651,61,0,1,1,D,1,D,1,D,09,D,2,D,2,D,1,D,1,D,2,D,,A,,A,,A,04,D,,A,,A,,A,,A,,A,,A,,A,,A,17,D,19,G,138,G,15,G,28,G,290,G,,A,,A,,A,,A,,A,,A,,A,,A,134,G,60,D,,A,,A,,A,,A,320,D,18,D
20234,05544651,62,0,1,1,D,3,D,3,D,09,D,20,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,434,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,28,D,,A,40,F,,A,,A,266,D,80,D,160,F,450,D
20234,05544651,63,0,1,1,D,4,D,2,D,08,D,25,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,14,D,,A,300,F,36,F,,A,48,D,200,D,300,F,44,F
20234,05544651,64,0,1,1,D,5,D,2,D,07,D,27,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,F,20,F,,A,195,D,400,D,200,F,80,F
20234,05544681,26,0,1,1,D,1,D,1,D,08,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05544691,19,0,1,2,D,1,D,1,D,08,D,2,D,2,D,1,D,2,D,2,D,01,D,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,47,D,220,D,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,307,G,100,D,,A,,A,60,D,,A,300,D,200,D
20234,05544731,11,0,1,1,D,1,D,1,D,09,D,30,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,280,D,100,D
20234,05544771,22,0,1,1,D,1,D,1,D,07,D,21,D,,A,,A,,A,,A,01,D,02,D,03,D,04,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,1900,D,20,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2000,D,100,D,50,D,,A,240,D,,A,300,D,200,D
20234,05544921,31,0,1,1,D,1,D,1,D,09,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,10,D,,A
20234,05544931,23,0,1,1,D,1,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,50,D,,A,,A,,A,,A,50,D
20234,05544931,24,0,1,1,D,2,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,20,D,,A,,A,30,D,,A,40,D
20234,05544951,22,0,1,1,D,1,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,500,D,,A,,A,,A,70,D,600,D,100,D,,A
20234,05545231,24,0,1,1,D,1,D,2,D,08,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A
20234,05545341,24,0,1,1,D,1,D,1,D,08,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,14,D,,A,,A,,A,,A,26,D,,A
20234,05545341,25,0,1,1,D,2,D,1,D,07,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,25,D,,A
20234,05545341,26,0,1,1,D,3,D,1,D,09,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,4,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05545341,27,0,1,1,D,4,D,1,D,08,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,180,D,,A,,A,,A,,A,,A,50,D,,A
20234,05545341,28,0,1,1,D,5,D,1,D,07,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,5,D,,A,,A,50,D,,A,,A,80,D,,A,150,D,100,D
20234,05545881,18,0,1,1,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,,A,30,D,,A,,A,,A,100,D,170,D,30,D
20234,05545951,40,0,1,1,D,1,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,376,D,,A,,A,,A,151,D,,A,89,D,,A
20234,05546151,21,0,1,1,D,1,D,1,D,09,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,75,D
20234,05546151,22,0,1,1,D,2,D,1,D,09,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,300,D
20234,05546201,33,0,1,1,D,1,D,1,D,09,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,100,D
20234,05546201,34,0,1,1,D,2,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,,A,30,D,1000,D,,A,,A,,A,160,D,,A,450,D,,A
20234,05546291,34,0,1,2,D,1,D,1,D,08,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,300,D,,A,,A,,A,,A,,A,130,D,56,D
20234,05546391,19,0,1,1,D,2,D,1,D,09,D,4,D,,A,,A,,A,,A,01,D,02,D,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,18,F,300,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,300,D,,A,,A,300,D,,A,200,D,,A
20234,05546391,20,0,1,1,D,3,D,1,D,08,D,4,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,418,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,200,D,,A,,A,60,D,,A,400,D,,A
20234,05546391,21,0,1,1,D,4,D,1,D,08,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,418,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,200,D,,A
20234,05546391,22,0,1,1,D,5,D,1,D,07,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,418,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,100,D,,A
20234,05546461,24,0,1,1,D,1,D,1,D,08,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,520,D,3000,D,,A,,A,,A,1000,D,,A,400,D,,A
20234,05546461,25,0,1,1,D,2,D,1,D,09,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,300,D,100,D
20234,05546561,23,0,1,1,D,1,D,1,D,09,D,2,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,197,D,,A,,A,,A,380,D,,A,400,F,,A
20234,05546571,14,0,1,1,D,1,D,1,D,07,D,5,D,1,D,1,D,1,D,2,D,,A,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,13,D,,A,,A,109,G,905,G,29,G,83,G,8426,G,,A,,A,,A,,A,,A,40,D,,A,,A,476,G,51,G,,A,,A,,A,,A,121,G,,A
20234,05546631,17,0,1,1,D,3,D,1,D,09,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,10,D,,A,,A,5,D,,A,,A,,A,40,D,15,D,,A
20234,05546631,18,0,1,1,D,4,D,1,D,08,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05546631,19,0,1,1,D,5,D,1,D,07,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,10,D,,A,,A,5,D,,A,,A,,A,40,D,15,D,,A
20234,05546931,32,0,1,1,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,300,D,,A,,A,20,D,,A,300,D,,A
20234,05547041,36,0,1,2,D,1,D,1,D,09,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,70,D,,A
20234,05547041,37,0,1,1,D,2,D,1,D,07,D,10,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,128,D,,A
20234,05547151,21,0,1,1,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,50,D
20234,05547261,25,0,1,1,D,2,D,1,D,09,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1300,D,100,D,,A,,A,,A,,A,400,D,,A
20234,05547311,23,0,1,1,D,2,D,1,D,07,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,6,D,,A,3000,D,50,D,,A,,A,,A,,A,450,D,50,D
20234,05547391,27,0,1,1,D,1,D,1,D,08,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,450,D,,A,,A,,A,,A,170,D,,A,,A,300,D,,A,20,D,,A,,A,300,D,400,D,380,D
20234,05547401,51,0,1,1,D,1,D,1,D,09,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,20,D,,A
20234,05547401,52,0,1,1,D,2,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,300,D,50,D,,A,140,D,,A,,A,150,D,,A
20234,05547401,53,0,1,1,D,3,D,1,D,07,D,4,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,25,D,,A,20,D,,A,155,D,100,D
20234,05547431,27,0,1,1,D,1,D,1,D,09,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,90,D,,A,1200,D,,A,,A,,A,,A,,A,360,D,,A
20234,05547611,28,0,1,1,D,1,D,1,D,08,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,260,D,250,D,75,D,,A,,A,,A,250,D,25,D
20234,05547661,13,0,1,1,D,1,D,1,D,08,D,21,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,16800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05547761,19,0,1,1,D,1,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,200,D,,A,,A,,A,,A,,A,200,D,50,D
20234,05547951,28,0,1,1,D,1,D,1,D,09,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1400,D,,A,,A,800,D,,A,,A,,A,,A,,A,500,D,,A
20234,05547951,29,0,1,1,D,2,D,1,D,08,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D
20234,05548021,19,0,1,1,D,1,D,1,D,09,D,3,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05548071,19,0,1,1,D,1,D,1,D,08,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,10,D,,A,80,D,,A,,A,,A,,A,,A,30,D,,A
20234,05548171,16,0,1,1,D,1,D,1,D,07,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,17,D,,A,0,D,,A,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,2000,D,,A,,A,,A,,A,,A,560,D,,A
20234,05548241,40,0,1,1,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,300,D,,A,,A,,A,40,D,,A,100,D,70,D
20234,05548351,38,0,1,1,D,1,D,1,D,08,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20234,05548351,39,0,1,1,D,2,D,2,D,07,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,55,D,,A
20234,05548461,25,0,1,1,D,1,D,1,D,08,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,30,D,,A,550,D,,A,,A,,A,,A,,A,200,D,,A
20234,05548591,25,0,1,1,D,1,D,1,D,09,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,205,D,,A,,A,,A,88,D,,A,100,D,80,D
20234,05548591,26,0,1,1,D,2,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,80,D,,A,,A,,A,,A,,A,100,D,40,D
20234,05548731,61,0,1,1,D,1,D,1,D,07,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,30,D,10,D,20,D,,A,350,D,570,D,80,D
20234,05548811,18,0,1,1,D,1,D,1,D,09,D,14,D,2,D,1,D,1,D,1,D,,A,02,D,03,D,,A,05,D,,A,,A,,A,,A,,A,13,D,,A,,A,1056,G,9374,G,0,D,435,G,0,D,,A,,A,,A,,A,,A,,A,,A,,A,7338,W,,A,,A,947,G,2874,G,,A,500,D,,A
20234,05548851,23,0,1,1,D,1,D,1,D,07,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,50,D,20,D,,A,,A,,A,,A,,A,,A,,A,45,D,10,D
20234,05548901,28,0,1,1,D,1,D,2,D,09,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,35,G,244,G,28,G,,A,,A,,A,,A,,A,,A,,A,100,D,2,D,,A,517,G,30,G,,A,,A,,A,,A,346,G,,A
20234,05548901,29,0,1,1,D,2,D,1,D,09,D,14,D,1,D,1,D,1,D,1,D,01,D,02,D,03,D,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,1294,G,8829,G,1023,G,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,7338,W,914,G,,A,1297,G,2068,G,,A,1741,G,,A
20234,05548981,83,0,1,1,D,2,D,1,D,09,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,5,D,,A,40,D,5,D,,A,,A,85,D,,A,65,D,,A
20234,05548981,84,0,1,2,D,3,D,1,D,08,D,6,D,,A,,A,,A,,A,01,D,02,D,,A,04,D,,A,,A,,A,,A,,A,12,D,13,D,,A,,A,40,D,1490,D,,A,75,D,,A,,A,,A,,A,,A,219,D,75,D,37,D,65,D,1350,D,150,D,,A,58,D,1900,D,,A,788,D,91,D
20234,05548981,85,0,1,1,D,4,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,200,D,20,D,,A,,A,,A,,A,40,D,,A
20234,05548981,86,0,1,1,D,5,D,1,D,07,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,25,D,,A,,A,,A,,A,,A,120,D,12,D,,A,60,D,20,D,,A,,A,,A,,A,280,D,,A
20234,05549074,24,0,1,1,D,1,D,1,D,08,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,18,D,,A,150,D,,A
20234,05549121,10,0,1,1,D,1,D,3,D,09,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05549154,26,0,1,2,D,1,D,1,D,09,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05549154,27,0,1,2,D,3,D,1,D,09,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,15,D,,A,,A,20,D,,A,,A,,A,,A,30,D,15,D
20234,05549154,28,0,1,2,D,4,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A
20234,05549271,44,0,1,2,D,2,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,80,D,,A,,A,15,D,30,D,0,D
20234,05549271,45,0,1,1,D,3,D,1,D,09,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,20,D,40,D,,A,25,D,120,D,,A,,A,100,D,125,D
20234,05549301,14,0,1,1,D,1,D,1,D,08,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,10,D
20234,05549321,38,0,1,1,D,1,D,1,D,08,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A
20234,05549321,39,0,1,1,D,2,D,1,D,09,D,3,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,0,D,120,D,,A,,A,600,D,,A,,A,,A,28,D,,A,300,D,,A
20234,05549361,27,0,1,2,D,1,D,1,D,08,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20234,05549361,28,0,1,2,D,2,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,158,D,,A,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,,A,,A,75,D,,A
