QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TELBSNZ,TELBSNZ_,TELRESD,TELRESD_,TELCELL,TELCELL_,TINTNET,TINTNET_,TCABLE,TCABLE_,BILPERD,BILPERD_,QADINE1X,QADI_E1X,QADINE2X,QADI_E2X,QADINE3X,QADI_E3X,QADCAB1X,QADC_B1X,QADCAB2X,QADC_B2X,QADCAB3X,QADC_B3X,TELRES1X,TELR_S1X,TELRES2X,TELR_S2X,TELRES3X,TELR_S3X,TELCEL1X,TELC_L1X,TELCEL2X,TELC_L2X,TELCEL3X,TELC_L3X,TELBLPRS,TELB_PRS,TPHONE,TPHONE_,TELPURCH
20233,05211744,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,1,D,2
20233,05211744,17,0,1,,A,,A,,A,1,D,2,D,,A,35,D,35,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05211824,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,83,D,83,D,83,D,,A,1,D,
20233,05211824,26,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,171,D,171,D,171,D,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05211834,39,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D,
20233,05211834,40,0,1,,A,,A,,A,1,D,1,D,,A,44,E,44,E,44,E,86,E,86,E,86,E,,A,,A,,A,,A,,A,,A,2,D,2,D,
20233,05211864,38,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,136,D,136,D,136,D,,A,1,D,2
20233,05211864,39,0,1,,A,1,D,,A,1,D,2,D,,A,77,G,76,G,76,G,,A,,A,,A,59,G,60,G,60,G,,A,,A,,A,2,D,1,D,2
20233,05211924,32,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D,2
20233,05211924,33,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20233,05211984,13,0,1,,A,1,D,,A,1,D,1,D,,A,85,D,85,D,85,D,90,D,90,D,90,D,54,D,54,D,54,D,,A,,A,,A,1,D,1,D,1
20233,05212004,35,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,28,D,28,D,28,D,,A,1,D,
20233,05212004,36,0,1,,A,1,D,,A,1,D,1,D,,A,64,E,66,E,65,E,96,E,96,E,97,E,52,E,50,E,50,E,,A,,A,,A,2,D,1,D,
20233,05212014,28,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,160,D,160,D,,A,1,D,
20233,05212014,29,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,257,D,257,D,257,D,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05212024,38,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,142,D,106,D,105,D,,A,1,D,
20233,05212024,39,0,1,,A,,A,,A,1,D,2,D,1,D,50,D,50,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05212024,40,0,1,,A,,A,,A,1,D,2,D,1,D,0,D,0,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20233,05212034,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D,3
20233,05212034,26,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20233,05212064,10,0,1,,A,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05212064,11,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D,
20233,05212134,17,0,1,,A,,A,,A,1,D,2,D,,A,152,D,152,D,152,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2
20233,05212154,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,1,D,
20233,05212154,32,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05212224,33,0,1,,A,1,D,2,D,1,D,2,D,,A,34,E,31,E,34,E,,A,,A,,A,36,E,37,E,36,E,30,E,32,E,30,E,2,D,1,D,
20233,05212224,34,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,1,D,
20233,05212234,9,0,1,,A,1,D,,A,1,D,2,D,,A,29,E,28,E,29,E,,A,,A,,A,26,E,27,E,26,E,,A,,A,,A,2,D,1,D,3
20233,05212234,10,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D,2
20233,05212254,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,208,D,208,D,208,D,,A,1,D,
20233,05212254,31,0,1,,A,1,D,,A,1,D,1,D,,A,75,E,77,E,74,E,113,E,113,E,114,E,60,E,58,E,60,E,,A,,A,,A,2,D,1,D,
20233,05212284,28,0,1,,A,,A,2,D,1,D,2,D,,A,106,E,106,E,109,E,,A,,A,,A,,A,,A,,A,124,E,124,E,121,E,2,D,1,D,
20233,05212284,29,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,106,D,106,D,106,D,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05212354,10,0,1,,A,,A,,A,1,D,1,D,,A,92,E,92,E,92,E,178,E,178,E,178,E,,A,,A,,A,,A,,A,,A,2,D,2,D,
20233,05212354,11,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,1,D,2
20233,05212454,68,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,305,D,304,D,323,D,,A,1,D,
20233,05212454,69,0,1,,A,,A,,A,1,D,2,D,,A,70,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05212454,70,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,10,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05212514,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,32,D,32,D,32,D,,A,1,D,
20233,05212514,17,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05212554,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D,2
20233,05212554,21,0,1,,A,,A,,A,1,D,1,D,,A,58,E,57,E,56,E,101,E,102,E,103,E,,A,,A,,A,,A,,A,,A,2,D,2,D,1
20233,05212604,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,244,D,244,D,244,D,,A,1,D,2
20233,05212604,21,0,1,,A,,A,,A,1,D,1,D,,A,97,E,94,E,96,E,161,E,164,E,162,E,,A,,A,,A,,A,,A,,A,1,D,2,D,1
20233,05212624,18,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,,A,,A,,A,1,D,
20233,05212624,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,25,D,25,D,,A,1,D,
20233,05212624,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,1,D,
20233,05212634,34,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D,
20233,05212634,35,0,1,,A,,A,,A,1,D,2,D,,A,104,D,104,D,104,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05212664,63,0,1,,A,,A,2,D,2,D,2,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,0,D,0,D,,A,1,D,
20233,05212664,64,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D,
20233,05212664,65,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05212684,38,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,300,T,333,T,340,T,,A,,A,,A,,A,1,D,1
20233,05212684,39,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,210,D,210,D,210,D,,A,,A,,A,,A,,A,,A,,A,2,D,1
20233,05212724,50,0,1,,A,,A,,A,1,D,2,D,,A,97,D,97,D,97,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05212724,51,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,114,D,114,D,114,D,,A,1,D,
20233,05212734,20,0,1,,A,,A,2,D,1,D,1,D,,A,65,E,65,E,64,E,108,E,110,E,111,E,,A,,A,,A,77,E,75,E,75,E,2,D,1,D,
20233,05212754,8,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,65,D,65,D,65,D,,A,1,D,
20233,05212774,23,0,1,,A,1,D,,A,1,D,2,D,,A,133,E,133,E,133,E,,A,,A,,A,132,E,132,E,132,E,,A,,A,,A,2,D,1,D,
20233,05212774,24,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,327,T,329,T,328,T,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05212774,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,1,D,
20233,05212834,9,0,1,,A,,A,,A,1,D,1,D,,A,78,E,77,E,75,E,162,E,163,E,165,E,,A,,A,,A,,A,,A,,A,2,D,2,D,
20233,05212834,10,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D,
20233,05212864,33,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D,
20233,05212864,34,0,1,,A,,A,,A,1,D,2,D,,A,62,D,62,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05212984,16,0,1,,A,,A,,A,1,D,2,D,,A,46,D,46,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05212984,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,49,D,49,D,49,D,,A,1,D,
20233,05212984,18,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,,A,,A,,A,1,D,
20233,05213024,35,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,79,D,79,D,79,D,,A,1,D,
20233,05213024,36,0,1,,A,,A,,A,1,D,2,D,,A,79,D,79,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05213064,32,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,300,T,333,T,340,T,,A,,A,,A,,A,1,D,
20233,05213064,33,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,185,D,185,D,185,D,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05213094,17,0,1,,A,,A,,A,1,D,2,D,,A,48,D,48,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20233,05213094,18,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,1,D,3
20233,05213114,16,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20233,05213114,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D,1
20233,05213124,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,45,D,160,D,,A,1,D,
20233,05213154,27,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,,A,,A,,A,1,D,
20233,05213154,28,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,25,D,25,D,,A,1,D,
20233,05213164,34,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,139,D,139,D,139,D,,A,1,D,
20233,05213164,35,0,1,,A,1,D,,A,1,D,2,D,,A,56,D,56,D,56,D,,A,,A,,A,70,D,70,D,70,D,,A,,A,,A,1,D,1,D,
20233,05213164,36,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,138,D,138,D,138,D,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05213174,24,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,95,D,95,D,95,D,,A,,A,,A,,A,1,D,2
20233,05213174,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,320,D,320,D,320,D,,A,1,D,1
20233,05213174,26,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,120,D,120,D,120,D,,A,,A,,A,,A,,A,,A,,A,2,D,2
20233,05213174,27,0,1,,A,,A,,A,1,D,2,D,,A,110,D,110,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20233,05213184,8,0,1,,A,,A,,A,1,D,2,D,,A,49,D,49,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20233,05213194,23,0,1,,A,,A,2,D,1,D,2,D,,A,147,E,147,E,147,E,,A,,A,,A,,A,,A,,A,253,E,253,E,253,E,2,D,1,D,2
20233,05213224,10,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,85,D,85,D,85,D,,A,1,D,1
20233,05213244,14,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,,A,,A,,A,1,D,
20233,05213244,15,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,170,D,170,D,170,D,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05213264,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,110,D,110,D,,A,1,D,
20233,05213324,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,1,D,2
20233,05213324,22,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20233,05213344,47,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,25,D,25,D,,A,1,D,
20233,05213344,48,0,1,,A,,A,,A,1,D,2,D,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05213364,47,0,1,,A,1,D,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,16,E,15,E,15,E,34,E,35,E,35,E,,A,1,D,
20233,05213364,48,0,1,,A,,A,,A,1,D,1,D,,A,59,E,59,E,59,E,61,E,61,E,61,E,,A,,A,,A,,A,,A,,A,2,D,2,D,
20233,05213364,49,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,,A,1,D,
20233,05213394,52,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,233,D,233,D,233,D,,A,,A,,A,,A,1,D,
20233,05213394,53,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D,
20233,05213414,57,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,1,D,
20233,05213414,58,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,175,D,175,D,175,D,,A,1,D,
20233,05213414,59,0,1,,A,,A,,A,1,D,1,D,,A,88,E,88,E,88,E,92,E,92,E,92,E,,A,,A,,A,,A,,A,,A,2,D,2,D,
20233,05213424,53,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,1,D,
20233,05213424,54,0,1,,A,,A,,A,1,D,2,D,,A,56,D,56,D,56,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05213484,37,0,1,,A,,A,2,D,1,D,2,D,,A,34,E,35,E,35,E,,A,,A,,A,,A,,A,,A,44,E,43,E,43,E,2,D,1,D,
20233,05213484,38,0,1,,A,,A,,A,1,D,1,D,1,D,16,E,0,D,0,D,29,E,0,D,0,D,,A,,A,,A,,A,,A,,A,2,D,2,D,
20233,05213604,48,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,145,D,145,D,145,D,,A,1,D,
20233,05213604,49,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05213604,50,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,110,D,110,D,110,D,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05213614,45,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,110,D,110,D,,A,1,D,2
20233,05213614,46,0,1,0.50,D,,A,,A,1,D,2,D,,A,71,D,71,D,71,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20233,05213654,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,1,D,
20233,05213654,24,0,1,,A,,A,,A,1,D,1,D,,A,117,E,117,E,118,E,133,E,133,E,132,E,,A,,A,,A,,A,,A,,A,2,D,2,D,1
20233,05213674,18,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,385,D,385,D,385,D,,A,1,D,2
20233,05213674,19,0,1,,A,,A,,A,1,D,2,D,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20233,05213684,25,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,327,T,329,T,328,T,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05213694,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,64,D,64,D,64,D,,A,1,D,
20233,05213694,22,0,1,,A,,A,,A,1,D,2,D,,A,42,D,42,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20233,05213704,57,0,1,,A,,A,,A,1,D,2,D,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05213704,58,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,340,D,340,D,340,D,,A,1,D,
20233,05213714,8,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D,2
20233,05213754,39,0,1,,A,1,D,,A,1,D,1,D,,A,80,D,80,D,80,D,125,D,125,D,125,D,48,D,48,D,48,D,,A,,A,,A,1,D,1,D,2
20233,05213754,40,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,128,D,319,D,127,D,,A,1,D,2
20233,05213764,37,0,1,,A,,A,,A,1,D,2,D,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05213764,38,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,118,D,118,D,118,D,,A,1,D,
20233,05213874,65,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,192,D,192,D,197,D,,A,1,D,
20233,05213874,66,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,5,D,5,D,5,D,,A,,A,,A,,A,1,D,
20233,05213874,67,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05213934,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,160,D,160,D,,A,1,D,2
20233,05213934,23,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,3
20233,05213944,34,0,1,,A,,A,2,D,1,D,2,D,,A,55,E,53,E,53,E,,A,,A,,A,,A,,A,,A,84,E,86,E,86,E,2,D,1,D,2
20233,05213974,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D,
20233,05213974,24,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,135,D,135,D,135,D,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05213974,25,0,1,,A,,A,,A,1,D,2,D,,A,116,D,116,D,116,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05213984,10,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,210,D,210,D,210,D,,A,1,D,2
20233,05213984,11,0,1,,A,,A,,A,1,D,2,D,,A,110,D,110,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2
20233,05214084,16,0,1,,A,,A,2,D,1,D,2,D,,A,26,E,26,E,26,E,,A,,A,,A,,A,,A,,A,29,E,29,E,29,E,2,D,1,D,1
20233,05214084,17,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2
20233,05214104,38,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,119,D,119,D,,A,1,D,
20233,05214104,39,0,1,,A,,A,,A,1,D,2,D,,A,88,D,88,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05214114,24,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20233,05214124,32,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,260,D,260,D,260,D,,A,1,D,
20233,05214124,33,0,1,,A,1,D,,A,1,D,2,D,,A,124,E,124,E,124,E,,A,,A,,A,26,E,26,E,26,E,,A,,A,,A,2,D,1,D,
20233,05214134,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,160,D,160,D,,A,1,D,1
20233,05214134,22,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20233,05214144,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D,1
20233,05214144,21,0,1,,A,,A,,A,1,D,1,D,,A,125,E,125,E,124,E,216,E,216,E,217,E,,A,,A,,A,,A,,A,,A,2,D,2,D,1
20233,05214184,43,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,130,D,130,D,,A,1,D,
20233,05214184,44,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,140,D,140,D,140,D,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05214214,20,0,1,0.92,D,,A,,A,1,D,2,D,,A,6,D,6,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,1
20233,05214224,28,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05214224,29,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,99,D,99,D,99,D,,A,1,D,
20233,05214274,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D,2
20233,05214274,22,0,1,,A,,A,,A,1,D,2,D,,A,30,D,30,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2
20233,05214354,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,290,D,290,D,290,D,,A,1,D,2
20233,05214354,32,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,,A,,A,2,D,2
20233,05214354,33,0,1,,A,,A,,A,1,D,2,D,,A,80,D,120,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2
20233,05214394,35,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D,
20233,05214394,36,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,232,D,232,D,232,D,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05214404,25,0,1,,A,,A,,A,1,D,2,D,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,
20233,05214424,42,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,57,D,57,D,57,D,,A,,A,,A,,A,1,D,
20233,05214424,43,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,20,D,20,D,,A,1,D,
20233,05214424,44,0,1,,A,,A,2,D,2,D,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,28,D,0,D,0,D,,A,1,D,
20233,05214424,45,0,1,,A,,A,,A,1,D,1,D,,A,25,D,25,D,25,D,177,D,177,D,177,D,,A,,A,,A,,A,,A,,A,1,D,2,D,
20233,05214434,37,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D,
