consumer_unit_id,age_of_reference_person,education_level,region_code,income_range_code,total_annual_spending,spending_class
5293111,36,,South,4.0,84804.99999903199,Medium
5293121,70,,Northeast,4.0,67663.000000999,Medium
5293141,60,,Midwest,1.0,276976.250001081,High
5293271,42,,South,1.0,273554.000000008,High
5293471,24,,West,1.0,7561.000000002,Low
5293601,69,,South,1.0,179358.00000001,High
5293691,50,,West,5.0,150035.999998968,High
5293851,64,,Northeast,1.0,26452.000000008,Low
5293891,39,,West,5.0,109365.00000099001,Medium
5294051,41,,West,1.0,201847.000001081,High
5294071,57,,West,1.0,540046.249990091,High
5294081,72,,Midwest,1.0,103231.0000000092,Medium
5294101,52,,South,1.0,268367.999999,High
5294121,75,,Midwest,1.0,84859.000000021,Medium
5294211,55,,Midwest,4.0,68175.000000981,Medium
5294281,49,,South,1.0,317405.24999908,High
5294311,60,,Midwest,1.0,76083.00000091,Medium
5294351,39,,South,5.0,150585.00000102,High
5294441,58,,Midwest,3.0,81059.000000962,Medium
5294551,66,,West,1.0,8250.9999999911,Low
5294691,54,,Midwest,4.0,30332.7500001011,Medium
5294791,56,,Northeast,1.0,13959.999999992,Low
5294801,35,,South,1.0,85391.00000089001,Medium
5294811,44,,West,5.0,287515.99999897904,High
5294841,36,,Northeast,5.0,130202.24999879101,High
5294861,45,,Midwest,1.0,154613.999998988,High
5294941,41,,West,1.0,21087.000000001,Low
5295021,44,,Midwest,4.0,12196.9999999791,Low
5295061,48,,South,1.0,76287.999999022,Medium
5295101,25,,West,1.0,122985.000000999,High
5295411,47,,South,1.0,80774.00000101191,Medium
5295451,28,,Midwest,5.0,87208.00000100001,Medium
5295511,32,,Northeast,5.0,65563.000000068,Medium
5295531,43,,West,1.0,226351.999998982,High
5295551,64,,South,1.0,94476.999999998,Medium
5295561,45,,West,1.0,174476.999999974,High
5295631,41,,Midwest,1.0,157330.99999899,High
5295661,53,,Midwest,3.0,120422.50000102,High
5295741,29,,South,5.0,15432.99999989,Low
5295781,59,,Midwest,1.0,65259.00000103001,Medium
5295801,60,,South,1.0,12179.0,Low
5295941,42,,Midwest,4.0,282080.750000012,High
5295981,51,,South,5.0,173235.000000009,High
5296011,52,,South,5.0,155019.00000102,High
5296061,25,,West,1.0,323799.0000000001,High
5296101,41,,Midwest,1.0,147019.999999909,High
5296151,32,,Northeast,1.0,10908.00000001,Low
5296251,59,,Midwest,1.0,94092.0000009729,Medium
5296261,64,,South,1.0,53115.000000029104,Medium
5296311,53,,Midwest,3.0,53809.99999999,Medium
5296331,46,,South,5.0,306236.9999990309,High
5296411,58,,West,3.0,301617.000000929,High
5296572,35,,Midwest,1.0,472665.000000907,High
5296581,45,,South,3.0,122658.000000967,High
5296631,46,,South,1.0,229250.250000978,High
5296641,45,,Northeast,1.0,287113.749999911,High
5296761,32,,South,5.0,209155.00000099099,High
5296771,51,,Midwest,1.0,46685.999999899,Medium
5296811,51,,South,5.0,187627.99999903102,High
5296831,40,,South,1.0,86015.999999009,Medium
5296891,46,,Midwest,2.0,168583.2499991931,High
5296981,64,,South,1.0,136379.00000098298,High
5297021,44,,West,1.0,92347.99999899,Medium
5297181,47,,South,1.0,63938.7500009019,Medium
5297341,49,,Northeast,1.0,211689.49999900002,High
5297381,50,,South,1.0,28533.000000101,Low
5297401,32,,South,1.0,10454.0000000001,Low
5297581,55,,Midwest,1.0,89296.00000097,Medium
5297601,68,,South,1.0,124028.999999031,High
5343711,47,,Midwest,3.0,168782.99999898902,High
5343791,56,,Midwest,1.0,46484.000000090105,Medium
5343883,28,,West,1.0,32447.999999988,Medium
5344021,35,,West,5.0,196407.000000079,High
5344041,59,,South,1.0,56406.999999931,Medium
5344081,59,,Midwest,1.0,160680.500000108,High
5344111,66,,South,1.0,42995.0000009909,Medium
5344241,59,,Northeast,4.0,216337.9999989911,High
5344321,52,,Midwest,4.0,109141.0000010021,Medium
5344351,35,,South,1.0,81234.000001021,Medium
5344361,52,,West,1.0,301039.00000101,High
5344581,50,,South,1.0,136516.999999979,High
5344771,54,,Northeast,1.0,140171.50000009,High
5344791,43,,West,1.0,271998.000000019,High
5344851,73,,Midwest,1.0,172694.249998998,High
5344901,29,,West,1.0,208616.9999989908,High
5345121,54,,Northeast,4.0,180814.999999853,High
5345301,56,,Northeast,1.0,111713.9999990009,Medium
5345321,34,,Midwest,3.0,48428.999999816995,Medium
5345531,31,,Northeast,1.0,105225.000000012,Medium
5345631,43,,South,5.0,613272.4999900879,High
5345711,43,,West,5.0,114854.000000102,Medium
5345941,60,,Midwest,4.0,75256.999999999,Medium
5345951,46,,South,4.0,29977.999999991,Low
5345961,57,,West,3.0,152831.99999888,High
5346071,65,,South,5.0,186446.00000102998,High
5346091,31,,West,1.0,16651.99999998,Low
5346111,30,,South,1.0,50682.999998990905,Medium
5346211,63,,West,1.0,101543.00000102,Medium
5346291,49,,West,1.0,214728.850000101,High
5346301,72,,Northeast,5.0,86914.000000001,Medium
5346361,51,,South,1.0,203468.00000099,High
5346401,50,,Midwest,3.0,105096.000000013,Medium
5346481,32,,South,1.0,11829.999999998,Low
5346491,49,,Midwest,1.0,219642.99999883,High
5346551,28,,Midwest,1.0,115511.9999999791,Medium
5346791,75,,West,1.0,662690.000000009,High
5346841,50,,Midwest,5.0,130904.999998871,High
5346941,38,,South,4.0,224349.9999991181,High
5347001,29,,South,1.0,1139424.500000902,High
5347431,35,,Midwest,1.0,125817.99999999,High
5347581,29,,West,1.0,25418.000000011,Low
5347591,37,,South,1.0,148109.000000989,High
5347731,43,,South,1.0,13797.1999999902,Low
5347761,40,,South,1.0,146947.500001008,High
5347921,66,,South,5.0,70610.00000011,Medium
5347961,46,,Northeast,5.0,20749.0000000009,Low
5348101,30,,South,1.0,77298.999999981,Medium
5348131,47,,South,1.0,121056.00000100101,High
5348181,58,,South,1.0,428835.25000109,High
5348241,46,,South,3.0,91508.999998999,Medium
5348321,58,,Midwest,1.0,70938.000001002,Medium
5348382,67,,South,1.0,281934.999999009,High
5348441,33,,Northeast,1.0,12206.99999999,Low
5348501,33,,Midwest,1.0,62117.9999999921,Medium
5348541,41,,Northeast,1.0,224882.4999989899,High
5348561,40,,Northeast,1.0,167615.999998984,High
5348611,48,,Midwest,5.0,85415.99999899999,Medium
5348631,37,,West,1.0,166163.00000102,High
5348681,42,,Northeast,1.0,101802.99999902991,Medium
5348781,42,,West,1.0,234998.000000981,High
5348971,64,,Midwest,1.0,199232.999998921,High
5349021,66,,Midwest,1.0,47069.500000013,Medium
5349222,27,,Midwest,1.0,19801.000000023,Low
5349281,53,,South,3.0,165080.000000012,High
5349291,48,,West,1.0,239800.49999899912,High
5349311,39,,West,1.0,71646.999998898,Medium
5349451,37,,Northeast,1.0,127266.99999891,High
5349731,41,,West,1.0,20239.000000012,Low
5349781,58,,South,1.0,193969.99999894202,High
5349792,41,,West,1.0,163681.999998991,High
5349881,59,,Midwest,1.0,75999.0000000111,Medium
5349961,30,,West,1.0,129855.999999899,High
5349991,29,,West,1.0,767838.000001009,High
5350011,35,,South,1.0,121978.999999042,High
5350041,43,,Midwest,1.0,125272.99999897901,High
5350231,44,,Northeast,1.0,239032.30000098998,High
5350441,35,,South,1.0,157166.500000992,High
5350481,31,,South,1.0,91261.00000099701,Medium
5350551,57,,West,1.0,17946.000000009,Low
5350561,37,,South,1.0,77508.750001012,Medium
5350591,61,,Northeast,3.0,144338.99999993,High
5350601,42,,South,1.0,56937.500001001,Medium
5350681,51,,South,1.0,105001.00000099,Medium
5350721,50,,Northeast,1.0,131454.99999901102,High
5350751,34,,South,4.0,309985.00000098,High
5350941,26,,Midwest,1.0,62405.4999999781,Medium
5351011,34,,West,1.0,174420.200001089,High
5351031,87,,Northeast,1.0,10026.0,Low
5351041,38,,West,1.0,346606.00000001,High
5351081,45,,South,1.0,138169.999999991,High
5351101,40,,West,1.0,146747.599999102,High
5351161,30,,West,1.0,28794.999999913,Low
5351241,48,,West,1.0,18573.000000011,Low
5351591,54,,South,3.0,189583.000000001,High
5351601,39,,West,1.0,9810.000000011,Low
5351681,33,,West,1.0,33077.999999887,Medium
5351961,50,,West,1.0,292168.000001031,High
5352011,38,,Midwest,1.0,49054.999999998,Medium
5352221,59,,South,1.0,126289.75000114099,High
5352331,44,,West,1.0,110179.999999999,Medium
5352481,46,,South,1.0,18283.000000001,Low
5352501,57,,South,1.0,219523.000000001,High
5352521,71,,Northeast,1.0,195761.249999893,High
5352581,32,,West,3.0,19036.999999999,Low
5352591,62,,Northeast,4.0,201539.249999101,High
5352621,39,,West,5.0,550892.249989992,High
5352851,67,,South,1.0,205155.000000912,High
5353051,35,,West,2.0,579656.24999008,High
5353151,54,,South,1.0,192273.000001029,High
5353424,33,,West,1.0,636431.2499900798,High
5353461,37,,South,3.0,60335.4999989881,Medium
5353691,52,,South,1.0,169011.00000099008,High
5353721,54,,South,1.0,107987.999999898,Medium
5353731,51,,Midwest,1.0,75082.00000093,Medium
5354051,68,,South,2.0,583142.49999013,High
5354211,65,,West,1.0,67680.00000099,Medium
5354221,68,,West,1.0,165294.00000101,High
5354251,40,,South,5.0,107848.000001002,Medium
5354271,81,,Northeast,1.0,120448.99999897,High
5354321,33,,Northeast,1.0,312111.250000911,High
5354431,47,,South,1.0,186145.00000002,High
5354461,51,,South,3.0,190196.999999981,High
5354511,61,,West,1.0,322507.99999991,High
5354711,70,,West,3.0,383394.20001099,High
5355161,51,,South,1.0,48124.999999001004,Medium
5355191,54,,Northeast,1.0,15462.999999911,Low
5355291,65,,Midwest,1.0,234008.50000104,High
5355321,38,,South,1.0,181137.999999921,High
5355361,62,,South,1.0,10444.0,Low
5355631,65,,West,4.0,140824.0000000002,High
5355821,39,,South,4.0,98437.99999901,Medium
5355923,46,,South,1.0,15930.000000012,Low
5355941,42,,West,1.0,324530.0000010201,High
5356121,60,,Midwest,2.0,168049.25000101,High
5356141,41,,West,1.0,331222.999999999,High
5356161,29,,Midwest,1.0,131097.000000979,High
5356211,28,,Midwest,1.0,131497.000000031,High
5356251,60,,Northeast,1.0,222036.300000003,High
5356291,41,,Northeast,5.0,17856.0000000108,Low
5356301,31,,South,5.0,46933.250000003,Medium
5356352,26,,South,1.0,111796.0000010084,Medium
5356371,45,,South,1.0,7616.999999991,Low
5356531,33,,Northeast,3.0,83487.9999989901,Medium
5356631,52,,West,1.0,243397.00000001,High
5356741,55,,Midwest,1.0,13772.0,Low
5356811,49,,West,1.0,232258.99999901,High
5356871,62,,Midwest,1.0,138067.999999032,High
5356881,72,,South,1.0,159341.99999902802,High
5356931,62,,South,1.0,76133.500000121,Medium
5356991,53,,South,4.0,86872.99999895999,Medium
5357061,26,,South,1.0,35833.49999988,Medium
5357101,59,,Midwest,1.0,129125.999998978,High
5357111,39,,West,1.0,553963.249990001,High
5357181,59,,South,3.0,29168.99999999,Low
5357231,36,,Northeast,1.0,210963.749998998,High
5357421,33,,South,1.0,206813.999999989,High
5357461,51,,South,1.0,119397.999999999,High
5357521,59,,South,1.0,138289.9999999909,High
5357611,26,,West,1.0,581469.249990099,High
5357781,42,,South,1.0,172535.249999001,High
5357791,43,,West,1.0,201881.50000102,High
5357871,62,,South,1.0,132258.000000029,High
5358131,57,,West,1.0,309739.9999991,High
5358151,69,,South,1.0,66328.000000983,Medium
5358171,30,,West,1.0,148967.499999981,High
5358191,62,,South,1.0,115717.9999990201,Medium
5358331,53,,West,1.0,164351.00000101898,High
5358351,41,,Northeast,1.0,85395.749998999,Medium
5358371,26,,Midwest,1.0,81757.00000003,Medium
5358461,40,,West,3.0,342951.000000009,High
5358551,20,,South,1.0,15056.000000001999,Low
5358571,48,,Midwest,5.0,110779.000000021,Medium
5358591,60,,South,3.0,243190.0000010221,High
5358891,59,,South,5.0,533345.249990059,High
5358911,69,,West,1.0,209731.9999997991,High
5359031,39,,Northeast,3.0,112131.000000999,Medium
5359091,73,,Northeast,1.0,284010.7500010291,High
5359131,29,,South,1.0,20544.9999999899,Low
5359141,66,,South,1.0,150131.00000087998,High
5359311,73,,West,1.0,259284.999999971,High
5359481,50,,South,1.0,226083.00000092,High
5359551,36,,Northeast,2.0,167798.99999904,High
5359731,37,,South,1.0,550478.24999019,High
5359831,53,,Midwest,1.0,59286.4999999,Medium
5359861,66,,Midwest,1.0,146725.9999989809,High
5359911,42,,Northeast,1.0,538560.249989983,High
5360171,43,,South,1.0,22616.500000107,Low
5360271,38,,South,1.0,27467.00000001,Low
5360311,42,,Northeast,1.0,143261.999999958,High
5360332,43,,South,1.0,86830.00000100001,Medium
5360371,40,,Northeast,1.0,128958.999999003,High
5360391,67,,West,5.0,307116.000000011,High
5360451,37,,Northeast,2.0,147524.000001018,High
5360501,45,,West,5.0,362402.25001009804,High
5360691,36,,Midwest,3.0,107332.49999899999,Medium
5360801,59,,Northeast,1.0,138140.99999910098,High
5360831,52,,West,1.0,574764.499990191,High
5360881,28,,Northeast,1.0,109177.99999998,Medium
5361041,52,,West,1.0,278922.0000001081,High
5361051,39,,Northeast,1.0,252160.999999011,High
5361231,50,,Midwest,1.0,12617.999999991,Low
5361301,55,,South,1.0,18730.000000008,Low
5361351,76,,South,1.0,74780.799999882,Medium
5361441,41,,South,5.0,510335.499998902,High
5361491,45,,West,1.0,50094.499999998,Medium
5361511,37,,South,1.0,43695.00000013,Medium
5361551,69,,South,1.0,68445.000001009,Medium
5361621,26,,West,5.0,13742.00000001,Low
5361971,54,,Northeast,1.0,108777.000000981,Medium
5362133,31,,Midwest,4.0,444943.000001,High
5362142,28,,South,2.0,1040657.9999999889,High
5362161,32,,West,2.0,20615.000000031,Low
5362191,62,,South,1.0,94954.999999901,Medium
5362211,58,,South,1.0,251040.9999989,High
5362231,70,,Midwest,1.0,104998.000000019,Medium
5362631,63,,West,1.0,27261.99999991,Low
5362641,60,,Northeast,1.0,19163.0,Low
5362671,43,,South,1.0,188416.00000089098,High
5362691,49,,West,1.0,150757.000000931,High
5362821,59,,West,2.0,285136.999999011,High
5362833,30,,Northeast,1.0,152251.750000009,High
5362891,50,,South,1.0,14887.9999999989,Low
5363031,53,,West,1.0,23802.2000001,Low
5363041,54,,West,5.0,428332.000001008,High
5363051,66,,South,1.0,7080.0000000001,Low
5363101,59,,West,4.0,291941.999999009,High
5363121,33,,West,1.0,41927.000000006,Medium
5363211,68,,South,1.0,49682.399998949004,Medium
5363351,61,,South,1.0,276106.99999901,High
5363391,51,,Midwest,5.0,104715.00000099,Medium
5363501,24,,Midwest,1.0,102546.99999891,Medium
5363581,49,,West,1.0,13457.0,Low
5363591,40,,Northeast,5.0,182378.999999991,High
5363611,60,,South,1.0,16552.99999988,Low
5363881,35,,West,1.0,53385.999999899,Medium
5363891,32,,South,1.0,12383.999999899,Low
5363931,60,,South,1.0,134019.499999991,High
5364181,33,,West,1.0,18859.00000001,Low
5364311,30,,Midwest,1.0,140012.00000102,High
5364351,53,,West,1.0,12149.000000001,Low
5364531,35,,South,1.0,104445.999999999,Medium
5364561,35,,Midwest,4.0,170826.000000987,High
5364621,58,,Midwest,2.0,119923.999999979,High
5364651,56,,Midwest,1.0,131733.9999989102,High
5364891,45,,South,1.0,97164.999999009,Medium
5364971,59,,West,2.0,108698.00000099,Medium
5365021,35,,South,2.0,94261.000000028,Medium
5365051,71,,South,1.0,177799.00000098898,High
5365071,37,,Midwest,1.0,212982.2500010819,High
5365161,33,,Northeast,1.0,222087.749999833,High
5365411,63,,South,1.0,88132.99999899,Medium
5365451,41,,South,1.0,213073.999999001,High
5365491,46,,Midwest,1.0,59601.999998902,Medium
5365601,34,,South,1.0,83150.99999899,Medium
5365631,56,,West,1.0,283507.999999009,High
5365641,48,,Northeast,1.0,168694.00000102198,High
5365651,54,,South,1.0,97301.9999999,Medium
5365801,56,,South,1.0,81015.24999889,Medium
5365861,43,,South,1.0,128054.99999898301,High
5365961,48,,West,1.0,33209.999999888,Medium
5365971,45,,West,4.0,541534.7499901198,High
5366041,33,,West,1.0,153606.0000009,High
5366251,33,,Midwest,1.0,98611.99999996,Medium
5366271,40,,Midwest,2.0,111375.999999818,Medium
5366301,36,,South,1.0,244099.99999900901,High
5366361,29,,Northeast,1.0,100481.000001009,Medium
5366421,36,,South,1.0,43591.00000021,Medium
5366431,74,,West,1.0,203897.999999011,High
5366441,38,,Midwest,2.0,96726.75000003,Medium
5366611,40,,Midwest,5.0,98567.99999898099,Medium
5366683,30,,West,1.0,29487.0,Low
5366741,76,,South,4.0,137566.999998991,High
5366781,48,,West,3.0,148332.999999001,High
